Link,Name,Restaurant ID,Rating,No. of Votes,Address,Cuisine,Cost for Two
https://www.zomato.com/kolkata/leaky-cauldron-1-garia,Leaky Cauldron Kolkata,19089531,NEW,0,"Plot 121, Baroda Avenue, Near Indian Oil Petrol Pump, Baishnabghata Patuli, Garia, Kolkata","North Indian, Chinese, Continental","₹1,000"
https://www.zomato.com/kolkata/shawarma-nation-1-behala,Shawarma Nation Kolkata,18950586,3.3,12,"P 20, Nabalia Para Road, Behala, Kolkata","Lebanese, Middle Eastern, Healthy Food",₹350 
https://www.zomato.com/kolkata/food-junction-2-kalyani,Food Junction Kolkata,19110775,NEW,0,"4th Floor, 32 Kabi Guru Rabindra Path (N), Khadim Khazana, Kanchrapara, Ward 5, Kalyani, Kolkata","North Indian, Chinese, Mughlai",₹500 
https://www.zomato.com/kolkata/the-shack-sector-5-salt-lake,The Shack Kolkata,25386,3.5,89,"Plot A3, EP & GP Block, Bytes Food Court, Infinity Benchmark, Sector 5, Salt Lake, Kolkata",Fast Food,₹450 
https://www.zomato.com/kolkata/8th-day-cafe-bakery-park-circus-area,8th Day Cafe & Bakery Kolkata,24874,4.1,972,"Arcadia, 6, West Range, Mullick Bazar, Park Circus Area, Kolkata","Cafe, Desserts",₹600 
https://www.zomato.com/kolkata/hot-kettle-barrackpore,Hot Kettle Kolkata,18545062,3.7,243,"72/30, Ghosh Para Road, Lalkuthi Complex, Near Lalkuthi Petrol Pump, Barrackpore, Kolkata","Continental, Chinese, Italian, Burger, Fast Food, Beverages",₹400 
https://www.zomato.com/kolkata/mama-mia-liluah-howrah,Mama Mia! Howrah,18801843,-,0,"Sadananda Industrial Estate Balitikuri, Bakultala Howrah, Near Liluah, Howrah","Desserts, Beverages, Bakery",₹350 
https://www.zomato.com/kolkata/the-victoria-tram-car-restaurant-taltala,The Victoria Tram Car Restaurant Kolkata,18809699,2.5,136,"Sahid Minar, Near Esplanade.","Bengali, North Indian, Chinese",-
https://www.zomato.com/kolkata/momzters-healthy-bakes-alipore,Momzter's Healthy Bakes Kolkata,18997652,3.7,51,"10A, Alipore Park Place, Alipore, Kolkata",Bakery,₹250 
https://www.zomato.com/kolkata/snack-shack-park-circus-area,Snack Shack Kolkata,18703754,-,0,"209, 6th Floor, Karnani Estate, AJC Bose Road, Park Circus Area, Kolkata",Fast Food,₹300 
https://www.zomato.com/kolkata/chat-pata-kankurgachi,Chat Pata Kolkata,18213984,3.2,6,"4th Floor, Pantaloons, 33/1A, Upendra Chandra Banerjee Road, Kankurgachi, Kolkata",Street Food,₹300 
https://www.zomato.com/kolkata/ahuna-new-town,Ahuna Kolkata,19127155,NEW,0,"Shop NRSH 207, 2nd Floor, DFL Newtown Heights Plaza, Action Area 3, Akandakeshri, New Town, Kolkata",North Indian,₹500 
https://www.zomato.com/kolkata/twins-kitchen-tollygunge,Twin's Kitchen Kolkata,18818168,3.2,19,"Shop 57, 325/4, Tilottama, MG Road, Tollygunge, Kolkata","Chinese, North Indian",₹350 
https://www.zomato.com/kolkata/hanglaatherium-prince-anwar-shah-road,Hanglaatherium Kolkata,24794,4.1,2574,"188/3/1A, Prince Anwar Shah Road, Near Sanghati Park, Prince Anwar Shah Road, Kolkata","Biryani, North Indian, Mughlai",₹600 
https://www.zomato.com/kolkata/firangi-bake-new-town,Firangi Bake Kolkata,19130049,NEW,0,"Ghoshdutta Para, Hatira, New Town, Kolkata","Mexican, Italian",₹600 
https://www.zomato.com/kolkata/orchid-hotel-restaurant-barrackpore,Orchid Hotel & Restaurant Kolkata,24196,3.2,56,"123/1, Ghoshpara Road, Ghushipara, Barrackpore, Kolkata","North Indian, Chinese",₹600 
https://www.zomato.com/kolkata/olive-and-thyme-dhakuria,Olive and Thyme Kolkata,18888803,-,0,"109/1A, Sarat Ghosh Garden Road, Dhakuria, Kolkata","Continental, Chinese, North Indian",₹450 
https://www.zomato.com/kolkata/sinful-indulgence-sector-1-salt-lake,Sinful Indulgence Kolkata,18440908,3.1,4,"The Residency, Flat R301, City Center 1, DC Block,  Sector 1, Salt Lake","Bakery, Desserts",₹350 
https://www.zomato.com/kolkata/the-guptas-camac-street-area,The Guptas Kolkata,20543,3.9,286,"26, Shakespeare Sarani, Camac Street Area, Kolkata","North Indian, South Indian, Chinese, Fast Food, Italian",₹600 
https://www.zomato.com/kolkata/pappu-chaiwalla-sector-1-salt-lake,Pappu Chaiwalla Kolkata,18452220,3.7,170,"DB 7, Sector 1, Salt Lake, Kolkata","Chinese, North Indian, Fast Food, Beverages",₹400 
https://www.zomato.com/kolkata/laskar-biriyani-house-new-town,Laskar Biriyani House Kolkata,24203,3.1,9,"Stall Number 11, New Town Bus Terminus, New Town, Kolkata","Biryani, Chinese",₹250 
https://www.zomato.com/kolkata/falooda-junction-chinar-park,Falooda Junction Kolkata,19112761,NEW,0,"Rajarhat Road, Atghara, Near Bandhan Bank, Chinar Park, Kolkata","Beverages, Desserts",₹200 
https://www.zomato.com/kolkata/samosa-time-garia,Samosa Time Kolkata,18717609,3.8,60,"R-135, Near Kavi Najrul Metro Station, Purbapara, Kamdahari, Garia, Kolkata","Fast Food, Street Food",₹300 
https://www.zomato.com/kolkata/bharadwaj-restaurant-1-belghoria,Bharadwaj Restaurant Kolkata,18898210,3.2,8,"69/2, DD Mondal Ghat Road, Dakshineswar, Near Belghoria, Kolkata","Chinese, North Indian",₹200 
https://www.zomato.com/kolkata/bengal-hot-food-garia,Bengal Hot Food Kolkata,19056629,-,0,"28, Beside Patuli Petrol Pump, Garia, Kolkata","Bengali, North Indian",₹200 
https://www.zomato.com/kolkata/master-of-momos-shyam-bazar,Master Of Momos Kolkata,19029322,2.9,6,"2A, Arham Guest House, Nayan Krishna Shah Lane, Bagh Bazar, Shyam Bazar, Kolkata",Momos,₹150 
https://www.zomato.com/kolkata/subway-kaikhali,Subway Kolkata,18452207,3.8,127,"Ground Floor, PS Magnum, Dakhin Mart, Kaikhali, Kolkata","Fast Food, Healthy Food, Sandwich, Salad",₹500 
https://www.zomato.com/kolkata/renuka-snacks-nagerbazar,Renuka Snacks Kolkata,22614,2.4,122,"58, Nagerbazar, Kolkata","Chinese, North Indian",₹400 
https://www.zomato.com/kolkata/sufi-foods-zone-topsia,Sufi Foods Zone Kolkata,18933131,3.6,27,"32 G.J. Khan Road, Topsia, Kolkata",Biryani,₹200 
https://www.zomato.com/kolkata/fryde-cafe-belghoria,FryDe Cafe Kolkata,19119892,NEW,0,"4/29, New Rathtala, Belghoria, Kolkata","Italian, Mexican",₹400 
https://www.zomato.com/kolkata/taj-biriyani-andul-road-howrah,Taj Biriyani Howrah,18558819,3.2,13,"2, Andul Road, Andul Mauri, Andul Road, Howrah",Biryani,₹300 
https://www.zomato.com/kolkata/tiffinwala-camac-street-area,Tiffinwala Kolkata,19006323,-,0,"9th Floor, 901 A, 6, Camac Street Area, Kolkata",North Indian,₹400 
https://www.zomato.com/kolkata/sarkar-food-zone-dum-dum,Sarkar Food Zone Kolkata,19031909,-,0,"265, Purba Sinthee Bye Lane, Maidanpally, Dum Dum, Kolkata","North Indian, Bengali",₹250 
https://www.zomato.com/kolkata/yuan-restaurant-garia,Yuan Restaurant Kolkata,18996593,3.7,19,"I-21, Baishnabghata, Garia, Kolkata","Chinese, Seafood",₹800 
https://www.zomato.com/kolkata/gitanjali-restaurant-hotel-khardah,Gitanjali Restaurant & Hotel Kolkata,18765480,-,0,"34, B.T Road, Khardah, Khardah, Kolkata",Fast Food,₹200 
https://www.zomato.com/kolkata/poulet-frit-behala,Poulet Frit Kolkata,18763102,3.7,40,"54, Biren Roy Road, Behala, Kolkata","Fast Food, Desserts",₹400 
https://www.zomato.com/kolkata/oudh-1590-southern-avenue,Oudh 1590 Kolkata,18544139,4.2,1050,"Shop P 562, Hemanata Mukhopadhyay Sarani, Southern Avenue, Kolkata","Biryani, Mughlai, Awadhi","₹1,200"
https://www.zomato.com/kolkata/sharma-sweets-bara-bazar,Sharma Sweets Kolkata,18924573,3.2,6,"22, Sir Hari Ram Goenka Street, Bara Bazar, Kolkata","Fast Food, Mishti, Mithai",₹200 
https://www.zomato.com/kolkata/miraj-restaurant-2-college-street,Miraj restaurant Kolkata,18697325,2.8,22,"1B, Madan Mohan Burman Street, Near Machuwa Handi Patti, College Street, Kolkata","North Indian, Chinese, Mughlai",₹400 
https://www.zomato.com/kolkata/doyel-food-park-science-city-area,Doyel Food Park Kolkata,18621013,-,0,"94, Canal S Road, Metropolitan Co-Operative Housing Society Limited, Science City Area, Kolkata","Chinese, Fast Food, Indian",₹400 
https://www.zomato.com/kolkata/subway-1-lake-town,Subway Kolkata,18521701,3.6,118,"209, Lake Town, Kolkata","Fast Food, Healthy Food, Sandwich, Salad",₹500 
https://www.zomato.com/kolkata/starstruck-elgin,Starstruck Kolkata,20499,3.8,355,"4th Floor, Forum Mall, 10/3, Elgin Road, Elgin, Kolkata","Chinese, Continental, North Indian, Mughlai","₹1,000"
https://www.zomato.com/kolkata/bagicha-chinar-park,Bagicha Kolkata,18881861,3.3,36,"Rohini Complex, Sourav Ganguly Avenue, Bablatala, Chinar Park, Kolkata","Rolls, Kebab, Fast Food",₹400 
https://www.zomato.com/kolkata/santa-delivers-baguihati,Santa Delivers Kolkata,18823810,4.1,60,"325, Rafi Ahmed Kidwai Road, Baguihati, Kolkata","North Indian, Chinese",₹500 
https://www.zomato.com/kolkata/chilis-grill-bar-kasba,Chili's Grill & Bar Kolkata,25718,4.7,3352,"Acropolis Mall, 1858, Rajdanga Main Road, Kasba, Kolkata","American, Mexican, Italian, Burger","₹1,700"
https://www.zomato.com/kolkata/saatvik-by-starvin-marvin-science-city-area,Saatvik by Starvin Marvin Kolkata,18610554,-,0,"159B, Metropolitan Housing Society, Science City Area, Kolkata",North Indian,₹400 
https://www.zomato.com/kolkata/swaad-of-king-alipore,Swaad Of King Kolkata,18900488,3.2,10,"19B, Chetla Hat Road, Alipore, Kolkata",Fast Food,₹200 
https://www.zomato.com/kolkata/bedwin-uttarpara,Bedwin Kolkata,18807699,3,23,"23, JK Street, Near TN Boutique, Uttarpara, Kolkata",Rolls,₹100 
https://www.zomato.com/kolkata/the-anchorage-bar-dalhousie-bbd-bagh,The Anchorage Bar - The Floatel Hotel Kolkata,21305,3.3,49,"Floatel, 9/10, Kolkata Jetty, Strand Road, Dalhousie BBD Bagh, Kolkata",Finger Food,"₹2,000"
https://www.zomato.com/kolkata/ashoka-dhaba-tollygunge,Ashoka Dhaba Kolkata,18940322,3.1,6,"32, Tollygunge Circular Road, Near Ratan Pal Singh Petrol Pump, Tollygunge, Kolkata","Bengali, North Indian, Chinese",₹200 
https://www.zomato.com/kolkata/tyfi-sector-5-salt-lake,TYFI Kolkata,18948376,-,0,"NP 361, Naya Patti Main Road, Sector 5, Salt Lake, Kolkata",North Indian,₹200 
https://www.zomato.com/kolkata/china-green-jadavpur,China Green Kolkata,25078,3.8,730,"63/A, A.P.G. Hussain Road, Jadavpur, Kolkata","Chinese, Tibetan, Asian",₹300 
https://www.zomato.com/kolkata/railway-restaurant-and-bar-howrah-station-area,Railway Restaurant & Bar Howrah,21453,3,17,"30, Mukhram Kanoria Road, Near Howrah Station, Digha Bus Stand, Howrah Station Area, Howrah","North Indian, Chinese, Bengali",₹300 
https://www.zomato.com/kolkata/a-1-taj-biryani-house-1-tollygunge,A-1 Taj Biryani House Kolkata,18134921,3.5,125,"57/76, N.S.C. Bose Road, Near Malancha Cinema Hall, Tollygunge, Kolkata",Biryani,₹300 
https://www.zomato.com/kolkata/nightsaviour-new-town,Nightsaviour Kolkata,18801737,3.5,57,"Unitech infospace, IT/ITES SEZ, Street 0368, DH Block, Action Area 1, New Town, Kolkata","Pizza, North Indian, Italian",₹300 
https://www.zomato.com/kolkata/beko-cake-new-town,Beko Cake Kolkata,19083566,NEW,0,"AB 71, Street 72 New Town, Kolkata","Bakery, Desserts",₹300 
https://www.zomato.com/kolkata/1644-bistro-kasba,1644 Bistro Kolkata,19093971,NEW,0,"2, Block GF, Rajdanga Main Road, Kasba, Kolkata","Continental, Thai",₹800 
https://www.zomato.com/kolkata/the-bakers-delight-lake-gardens,The Bakers Delight Kolkata,18213959,-,0,"D649, Near Parivarikee School, Lake Gardens, Kolkata","Bakery, Desserts",₹400 
https://www.zomato.com/kolkata/the-bhukhara-belur-howrah,The Bhukhara Howrah,18808372,3,6,"50, Ghosh's Lane bally, Near Lal Baba College, Belur, Howrah","North Indian, Chinese",₹250 
https://www.zomato.com/localgourmet,Local Gourmet Kolkata,18621753,3.7,205,"BL 48, Sector 2, Salt Lake, Kolkata","Burger, Continental, Sandwich, Asian, BBQ",₹500 
https://www.zomato.com/kolkata/shree-krishna-bhog-serampore,Shree Krishna Bhog Kolkata,18936651,-,0,"4, Rail Gate, R.B.C.Road, Maitri Path, Rishra, Hooghly",Mishti,₹350 
https://www.zomato.com/kolkata/chittaranjan-mistanna-bhandar-shobha-bazar,Chittaranjan Mistanna Bhandar Kolkata,23680,4.3,429,"34B, Shobha Bazar Street, Near Lal Mandir, Shobha Bazar, Kolkata",Mishti,₹100 
https://www.zomato.com/kolkata/jadukadai-konnagar,Jadukadai Kolkata,19093292,NEW,0,"102/A/23, Lal Bahadur Sastri Road, Hooghly, Konnagar, Kolkata","North Indian, Chinese",₹250 
https://www.zomato.com/kolkata/baba-fast-food-park-street-area,Baba Fast Food Kolkata,23441,3.3,31,"27B, Park Street, Park Street Area, Kolkata",Street Food,₹200 
https://www.zomato.com/kolkata/aakansha-restaurant-minto-park,Aakansha Restaurant Kolkata,22936,-,0,"9, Sarat Bose Road, Minto Park, Kolkata",North Indian,₹200 
https://www.zomato.com/kolkata/cafe-delight-express-new-town,Cafe Delight Express Kolkata,19113549,NEW,0,"Opposite Unitech Gate 1, DF Block, Action Area I, New Town, Kolkata",Fast Food,₹200 
https://www.zomato.com/kolkata/vishwanath-snacks-shibpur-howrah,Vishwanath Snacks Howrah,22557,3.2,21,"21/2, GT Road, Howrah Maidan, GT Road, Kolkata",Fast Food,₹150 
https://www.zomato.com/kolkata/the-food-factory-tollygunge,The Food Factory Kolkata,18862968,3.5,44,"58/1A, Tollygunge Road, Tollygunge, Kolkata","Fast Food, Italian",₹200 
https://www.zomato.com/kolkata/afiaa-rolls-new-town,Afiaa Rolls Kolkata,18670971,3.6,104,"Opposite Gate 2, DLF Ericsson, Rajarhat, New Town, Kolkata",Rolls,₹150 
https://www.zomato.com/kolkata/haldirams-prabhuji-hazra,Haldiram's Prabhuji Kolkata,25163,3.6,73,"1/A, Hazra Road, Hazra, Kolkata","Mishti, Fast Food, South Indian",₹200 
https://www.zomato.com/kolkata/happiness-station-park-street-area,Happiness Station Kolkata,18642905,3.3,9,"Metro Plaza Mall, Beside Tata Steel, Park Street Area, Kolkata","Ice Cream, Beverages",₹250 
https://www.zomato.com/kolkata/mouthbomb-picnic-garden,Mouthbomb Kolkata,18789918,-,0,"188B, Picnic Garden Road, Picnic Garden, Kolkata",Fast Food,₹200 
https://www.zomato.com/kolkata/sziszotic-cafe-theatre-road,Sziszotic Cafe Kolkata,24486,3.3,14,"10/3, Hungerford Street, Theatre Road, Kolkata","Cafe, Fast Food",₹400 
https://www.zomato.com/kolkata/stop-over-ballygunge,Stop Over Kolkata,22110,3.5,75,"56/2, Gariahat Road, Ballygunge, Kolkata",Rolls,₹150 
https://www.zomato.com/kolkata/3d-lounge-kankurgachi,3D Lounge Kolkata,18810425,3.2,64,"183A, CIT Road, Scheme-5, Kankurgachi, Kolkata","Chinese, Thai, Mexican, Italian",₹600 
https://www.zomato.com/kolkata/hariom-dabbawala-new-alipore,Hariom Dabbawala Kolkata,18807732,3.4,14,,North Indian,₹300 
https://www.zomato.com/kolkata/mr-chow-kestopur,Mr. Chow Kolkata,19126622,NEW,0,"62/N, Christian Para, Krishnapur, Kestopur, Kolkata",Chinese,₹250 
https://www.zomato.com/kolkata/riverview-restaurant-uttarpara,Riverview Restaurant Kolkata,18806472,3.2,16,"253/ 111, Shibtala Street, Bhadrakali, Near Bhadrakali High School, Uttarpara, Kolkata","North Indian, Chinese",₹400 
https://www.zomato.com/kolkata/the-sugarr-spice-kasba,The Sugarr & Spice Kolkata,24253,3.6,26,"32A-B, Bosepukur Road, Kasba, Kolkata","Bakery, Fast Food",₹200 
https://www.zomato.com/kolkata/street-cafe-lake-market-area,Street Cafe Kolkata,18613726,3,27,"95, Rashbehari Avenue, Lake Market Area, Kolkata",Fast Food,₹300 
https://www.zomato.com/kolkata/indish-1-prince-anwar-shah-road,Indish Kolkata,18558610,3.4,20,"391/124A, South City Complex, Prince Anwar Shah Road, Kolkata",Chinese,₹400 
https://www.zomato.com/kolkata/tandoor-e-night-1-sinthi,Tandoor-E-Night Kolkata,18852511,3.1,6,"2/2, Sambhu Nath Das Lane, State Bank Colony, Sadhan Pally, Sinthi","North Indian, Chinese",₹450 
https://www.zomato.com/kolkata/flurys-3-ajoy-nagar,Flurys Kolkata,18259450,3.6,41,"1925, Metropolis Mall, Chak Garia, Hiland Park, Ajoy Nagar, Kolkata","Bakery, Desserts, Fast Food",₹500 
https://www.zomato.com/kolkata/new-arsalan-biryani-tollygunge,New Arsalan Biryani Kolkata,19131865,3,0,"49, Mahatma Gandhi Road, Haridevpur, Paschim Putiary, Tollygunge, Kolkata",Biryani,₹200 
https://www.zomato.com/kolkata/jannat-restaurant-caterer-esplanade,Jannat Restaurant & Caterer Kolkata,18512228,3,45,"110/1A, Mahatma Gandhi Road, Ward 44, Esplanade, Kolkata","Biryani, North Indian, Rolls",₹600 
https://www.zomato.com/kolkata/randhuni-home-delivery-thakur-pukur,Randhuni Home Delivery Kolkata,18563310,3.4,26,"Nabapally, Near Debaloy, Thakur Pukur, Kolkata",Bengali,₹300 
https://www.zomato.com/kolkata/delhi-belly-entally,Delhi Belly Kolkata,18683661,3.2,29,"36 A, Sir Syed Ahmed Road, Entally, Kolkata",Kebab,₹300 
https://www.zomato.com/kolkata/ganguram-great-grandsons-park-circus-area,Ganguram Great Grandsons Kolkata,24396,3,19,"16A, Dr. Sundari Mohan Avenue, Park Circus Area, Kolkata","Mishti, Fast Food, South Indian",₹150 
https://www.zomato.com/kolkata/mama-mia-1-ballygunge,Mama Mia! Kolkata,18551391,4,64,"Basement, Quest Mall, Syed Ali Amir Avenue, Ballygunge, Kolkata","Ice Cream, Desserts, Bakery",₹350 
https://www.zomato.com/kolkata/jalajoga-kalyani,Jalajoga Kolkata,19081271,NEW,0,"B12/12(s), Central Park, Kalyani, Kolkata",Mishti,₹150 
https://www.zomato.com/kolkata/pothead-cabins-jadavpur,Pothead Cabins Kolkata,18978019,4.1,36,"4/7B, Bijoygarh, Jadavpur, Kolkata",Italian,₹300 
https://www.zomato.com/kolkata/wangs-kitchen-chinar-park,Wang's Kitchen Kolkata,18600007,3.4,37,"Rajarhat Main Road, Dashadrone, Dakhin Mart, Chinar Park, Kolkata","Chinese, Tibetan, Momos",₹300 
https://www.zomato.com/kolkata/lakshmi-narayan-punjabi-hotel-maniktala,Lakshmi Narayan Punjabi Hotel Kolkata,18134914,-,0,"185, Vivekananda Road, Hatibagan, Kolkata",North Indian,₹400 
https://www.zomato.com/kolkata/lassi-kaffe-tollygunge,Lassi Kaffe Kolkata,18773162,3.7,25,"131/58, Netaji Subhash Chandra Bose Road, Regent Place, Regent Park, Tollygunge, Kolkata",Beverages,₹200 
https://www.zomato.com/kolkata/hong-kong-kankurgachi,Hong Kong Kolkata,21231,3.6,271,"P16/1, C.I.T. Road, Scheme 7M, Kankurgachi, Kolkata",Chinese,₹600 
https://www.zomato.com/kolkata/vanyas-hot-dog-sandwich-1-tollygunge,Vanya's Hot Dog & Sandwich Kolkata,18963356,3.1,4,104/A/14 Karunamoyee Ghat road,"Sandwich, Hot dogs",₹200 
https://www.zomato.com/kolkata/riddhi-siddhi-lake-town,Riddhi Siddhi Kolkata,20802,2.9,28,"334, Near Kalindee More, Lake Town, Kolkata",North Indian,₹250 
https://www.zomato.com/kolkata/bombay-chowpatty-prince-anwar-shah-road,Bombay Chowpatty Kolkata,19135064,3.2,0,"375 Spencers, Basement, South City Mall, Prince Anwar Shah Road, Kolkata","Street Food, South Indian",₹250 
https://www.zomato.com/kolkata/the-dragons-kitchen-new-alipore,The Dragon's Kitchen Kolkata,18605784,2.9,125,"28/7, Sahapur Colony, New Alipore, Kolkata","Chinese, Tibetan",₹350 
https://www.zomato.com/kolkata/layers-salkia-howrah,Layers Howrah,19096774,NEW,0,"71, Kshetra Mitra Lane, Salkia, Howrah",Bakery,₹200 
https://www.zomato.com/kolkata/the-cream-fudge-factory-kasba,The Cream & Fudge Factory Kolkata,18166927,3.9,174,"3rd Floor, Acropolis Mall, 1858/1, Rajdanga Main Road, Kasba, Kolkata","Ice Cream, Desserts",₹500 
https://www.zomato.com/kolkata/american-waffle-house-alipore,American Waffle House Kolkata,19046454,-,0,"848, Block -P, Alipore, Kolkata",Desserts,₹300 
https://www.zomato.com/kolkata/pappadam-southern-avenue,Pappadam Kolkata,18414437,4.2,242,"24, S R Das Road, Mudiali, Southern Avenue, Kolkata","Goan, Seafood",₹700 
https://www.zomato.com/kolkata/raajbarir-khawa-santoshpur,Raajbarir Khawa Kolkata,21859,3.8,765,"B/171, Survey Park, Santoshpur, Kolkata",Bengali,₹500 
https://www.zomato.com/kolkata/hidden-dragon-sector-1-salt-lake,Hidden Dragon Kolkata,24132,2.9,99,"3rd Floor, Hangout Food Court, Block A, City Center 1, Sector 1, Salt Lake","Chinese, Thai, North Indian",₹600 
https://www.zomato.com/kolkata/halal-fried-chicken-maniktala,Halal Fried Chicken Kolkata,18537638,3.5,53,"255, APC Road Maniktala, Gouribari, Maniktala, Kolkata","Fast Food, Biryani",₹150 
https://www.zomato.com/kolkata/vishals-kitchen-baguihati,Vishal's Kitchen Kolkata,19122218,NEW,0,,Bengali,₹200 
https://www.zomato.com/kolkata/go-cool-sodepur,Go-Cool Kolkata,19087753,NEW,0,"Kesab Appartment, School Road, Sodepur, Panihati Municipality, Sodepur, Kolkata",Chinese,₹150 
https://www.zomato.com/kolkata/swatis-flavours-of-rasgolla-new-alipore,Swati's Flavours of Rasgolla Kolkata,18778809,3.7,28,"5/7, Buroshibtalla Main Road, Bangur Complex, New Alipore, Kolkata",Mishti,₹200 
https://www.zomato.com/kolkata/sky-watchers-cafe-ballygunge,Sky Watchers Cafe Kolkata,18934298,3.5,14,"63C, Ballygunge Garden, Kalpana Terrace, Ballygunge, Kolkata","Cafe, Chinese, Continental",₹600 
https://www.zomato.com/kolkata/kookie-jar-sector-1-salt-lake,Kookie Jar Kolkata,21598,4.5,694,"Ground Floor, City Centre 1, Sector 1, Salt Lake","Bakery, Desserts, Fast Food",₹350 
https://www.zomato.com/kolkata/new-khana-khazana-maniktala,New Khana Khazana Kolkata,20703,3.6,61,"21, Abhedananda Road, Beadon Street, Near Duff Hostel, Maniktala, Kolkata","Chinese, North Indian",₹500 
https://www.zomato.com/kolkata/first-flush-1-gariahat,First Flush Kolkata,18361635,4.1,406,"21/2 , Gariahat Road, Gariahat, Kolkata","Cafe, Continental, Fast Food",₹600 
https://www.zomato.com/kolkata/bhikaram-chandmal-rajuji-kankurgachi,Bhikaram Chandmal Rajuji Kolkata,18705182,3.2,23,"P-39, Maniktala Main Road, Kankurgachi, Kankurgachi, Kolkata",Mishti,₹150 
https://www.zomato.com/kolkata/mukherjees-royal-1-konnagar,Mukherjee's Royal Kolkata,18805940,3.6,36,"208 Vivek Garden Criper Road Near IDBI Bank Konnagar, Kolkata","North Indian, Chinese",₹600 
https://www.zomato.com/kolkata/the-galley-1-new-town,The Galley Kolkata,19077893,NEW,0,"Plot IIC/1, 1st Floor, Astra Tower, Unit ASR-0112, Rajarhat, New Town, Kolkata",Fast Food,₹300 
https://www.zomato.com/kolkata/the-cream-fudge-ballygunge,The Cream & Fudge Kolkata,18744386,3.5,16,"4th Floor, Quest Mall, 33, Syed Ali Amir Avenue, Ballygunge, Kolkata",Ice Cream,₹500 
https://www.zomato.com/kolkata/banchharams-ruby-hospital-area,Banchharam's Kolkata,18659146,3,7,"P49, Ruby Hospital Area Industrial Estate, Ruby Hospital Area, Kolkata",Mishti,₹200 
https://www.zomato.com/kolkata/obiryani-by-oyo-2-dum-dum,O'Biryani by OYO Kolkata,19020102,2.9,4,"123/1/1, Dr.J.R.Dhar Road, Dum Dum, Kolkata",Biryani,₹250 
https://www.zomato.com/kolkata/sri-hari-sweets-bow-bazar,Sri Hari Sweets Kolkata,22932,3.3,13,"84/3A, B.B. Ganguly Street, Bow Bazar, Kolkata",Mishti,₹100 
https://www.zomato.com/kolkata/tongues-ten-park-circus-area,Tongue's Ten Kolkata,18896920,-,0,"81/1, Hotel Mannat International, Near Bypass Connector, Tiljala Road, Park Circus Area, Kolkata","North Indian, Chinese",₹700 
https://www.zomato.com/kolkata/swissyum-concept-foods-jadavpur,Swissyum Concept Foods Kolkata,18414438,3.6,75,"57, Central Road, Jadavpur, Kolkata","Bakery, Desserts",₹150 
https://www.zomato.com/kolkata/kfc-2-behala,KFC Kolkata,18848656,4.2,644,"96 Diamond Harbour Road(Shaker Bazzar), Behala, Kolkata","Burger, Fast Food",₹500 
https://www.zomato.com/kolkata/be-foodie-tollygunge,Be Foodie Kolkata,18944926,3.4,17,"141/2, N. S. C. Bose Road (Regent Colony), Near Lokenath Mandir, Tollygunge, Kolkata","Sandwich, Fast Food, Beverages",₹200 
https://www.zomato.com/kolkata/mouchak-confectionery-behala,Mouchak Confectionery Kolkata,19072607,NEW,0,"185, Roy Bahadur Road, Behala, Kolkata",Mishti,₹150 
https://www.zomato.com/kolkata/chocolate-in-fusion-tollygunge,Chocolate In Fusion Kolkata,18508674,3.6,56,"1/37, Netaji Nagar, Tollygunge, Kolkata",Bakery,₹300 
https://www.zomato.com/kolkata/apanjan-sector-5-salt-lake,Apanjan Kolkata,18852866,3.3,28,"Plot No- X1/16 Rashmi Building, Ground floor EP&GP, Near webel more, Sector 5, Salt Lake, Kolkata","North Indian, Chinese, Rolls",₹400 
https://www.zomato.com/kolkata/shree-krishna-veg-kitchen-kaikhali,Shree Krishna Veg Kitchen Kolkata,18281709,3.5,111,"RGM-64, VIP Road Kaikhali Mondalganti, Kaikhali, Kolkata","North Indian, Chinese",₹300 
https://www.zomato.com/kolkata/fuji-southern-avenue,Fuji Kolkata,23655,4.1,651,"209A, 3rd Floor, Sarat Bose Road, Southern Avenue, Kolkata","Japanese, Sushi","₹1,450"
https://www.zomato.com/kolkata/faltu-roll-and-snacks-dalhousie-bbd-bagh,Faltu Roll And Snacks Kolkata,19132385,NEW,0,"65, Bentick Street, Ward 046, Kolkata Municipal Corporation, Dalhousie BBD Bagh, Kolkata",Fast Food,₹100 
https://www.zomato.com/kolkata/felu-modak-rishra,Felu Modak Kolkata,18808334,3.7,56,"78, G.T. Road, Near Prem Mandir Aashram, Rishra, Kolkata",Mishti,₹100 
https://www.zomato.com/kolkata/taste-eat-barasat,Taste Eat Kolkata,19136087,NEW,0,"Vivekananda Nagar, Karbala, Near Dolly Collections, Madhyamgram, Barasat, Kolkata",Biryani,₹200 
https://www.zomato.com/kolkata/the-burping-panda-park-circus-area,The Burping Panda Kolkata,18655631,3.7,460,"217, Dargah Road, Near Bridge 4, Park Circus Area, Kolkata","Chinese, Rolls, Momos",₹350 
https://www.zomato.com/kolkata/gst-grilled-sandwich-toast-lake-town,GST - Grilled Sandwich Toast Kolkata,18642638,2.8,24,"P-207, BL - B, Lake Town, Kolkata","Fast Food, Burger, Sandwich",₹300 
https://www.zomato.com/kolkata/cookie-man-chinar-park,Cookie Man Kolkata,18440220,3.5,32,"City Centre 2, Chinar Park, Kolkata","Bakery, Desserts",₹400 
