Link,Name,Restaurant ID,Rating,No. of Votes,Address,Cuisine,Cost for Two
https://www.zomato.com/kolkata/turban-tadka-camac-street-area,Turban Tadka Kolkata,18713288,3.4,23,"4A Wood Street, Inside Life Line Nursing Home, 5th Floor Near Vardhan Market Camac Street Area, Kolkata","North Indian, Chinese",₹300 
https://www.zomato.com/kolkata/bhoomi-vedic-village-spa-resort-new-town,Bhoomi - Vedic Village Spa Resort Kolkata,21618,4,174,"Vedic Village Spa Resort, Shikharpur, New Town, Kolkata",Bengali,"₹1,850"
https://www.zomato.com/kolkata/prema-vilas-lake-market-area,Prema Vilas Kolkata,22576,3.8,350,"63/1, Lake Market Area, Kolkata",South Indian,₹300 
https://www.zomato.com/kolkata/urban-kitchen-bar-chinar-park,Urban Kitchen & Bar Kolkata,18603757,4,119,"Holiday Inn, Biswa Bangla Sarani, Near Chinar Park, Kolkata",Finger Food,"₹2,000"
https://www.zomato.com/kolkata/halder-sweets-ballygunge,Halder Sweets Kolkata,18222068,3,6,"33/1, Ballygung Circular Road, Ballygunge, Kolkata",Mishti,₹100 
https://www.zomato.com/kolkata/baghajatin-dhaba-1-baghajatin,Baghajatin Dhaba Kolkata,19001790,3.1,7,"23, Raja Subodh Chandra Mallick Road, Baghajatin Bazar, Mollapara, Baghajatin, Kolkata","North Indian, Chinese, Fast Food",₹450 
https://www.zomato.com/kolkata/souparnas-fastfood-belghoria,Souparna's  Fastfood Kolkata,19050754,3.1,5,"1/16/3 Jatindas Nagar, Belghoria Kolkata","Chinese, North Indian, Kebab",₹450 
https://www.zomato.com/kolkata/arihants-naturals-icecream-dobson-road-howrah,Arihants Naturals IceCream Howrah,18613421,3.4,25,"13, Watkins Lane, Sree Sadan Building, Howrah AC Market",Ice Cream,₹200 
https://www.zomato.com/kolkata/the-rose-confectionery-beliaghata,The Rose Confectionery Kolkata,25456,3.6,50,"P28, C.I.T. Road, Beliaghata, Kolkata","Bakery, Cafe, Desserts, Fast Food, Beverages, Chinese, North Indian",₹300 
https://www.zomato.com/kolkata/haldirams-prabhuji-bara-bazar,Haldiram's Prabhuji Kolkata,21983,4,367,"7, Jagmohan Mullick Lane, Bara Bazar, Kolkata","Mishti, Fast Food, South Indian",₹200 
https://www.zomato.com/kolkata/ganguram-1-behala,Ganguram Kolkata,24744,3.3,21,"105, Diamond Harbour Road, Behala, Kolkata",Mishti,₹200 
https://www.zomato.com/kolkata/sonar-bangla-hazra,Sonar Bangla Kolkata,18617266,3.5,36,"7, Andul Raj Road, Hazra, Kolkata",Bengali,₹250 
https://www.zomato.com/kolkata/food-junction-dum-dum,Food Junction Kolkata,18614457,-,0,"101/1, NN Road, Satgachi, South Dum Dum, Dum Dum, Kolkata","North Indian, Chinese, Seafood",₹500 
https://www.zomato.com/kolkata/calcutta-cutting-dum-dum,Calcutta Cutting Kolkata,18734340,3.2,10,"258, Dumdum Park, South Dum Dum Municipality, Dum Dum, Kolkata","Chinese, North Indian",₹400 
https://www.zomato.com/kolkata/the-mega-feast-club-lake-market-area,The Mega Feast Club Kolkata,18801834,3.2,6,"2/3C Keyatala Road, Lake Market Area, Kolkata",Chinese,₹600 
https://www.zomato.com/kolkata/poddars-fast-food-center-tollygunge,Poddar's Fast Food Center Kolkata,18749642,3.3,189,"42, Bansdroni Park, Tollygunge, Kolkata","Biryani, North Indian, Chinese",₹400 
https://www.zomato.com/kolkata/bhojohori-manna-ruby-hospital-area,Bhojohori Manna Kolkata,20935,2.8,145,"Unit P33, Gate 2, Phase I, Kasba Industrial Estate, Ruby Hospital Area, Kolkata","Bengali, Bangladeshi",₹700 
https://www.zomato.com/kolkata/amritsar-dhaba-salkia-howrah,Amritsar Dhaba Howrah,18744210,3.8,377,"382, G.T. Road, Salkia, Howrah","North Indian, Chinese, Biryani",₹400 
https://www.zomato.com/kolkata/pritys-kitchen-picnic-garden,Prity's Kitchen Kolkata,21821,3.6,101,"93A, Dr GS Bose Road, Picnic Garden, Kolkata","Chinese, North Indian",₹350 
https://www.zomato.com/kolkata/ubq-by-barbeque-nation-new-town,UBQ by Barbeque Nation Kolkata,19089759,3.6,0,,"North Indian, Biryani, Kebab, BBQ",₹400 
https://www.zomato.com/kolkata/snackups-sector-5-salt-lake,SnackUps Kolkata,18617704,2.6,29,"NP 232, Nayapatti, Sector 5, Salt Lake","Burger, Fast Food, Beverages",₹300 
https://www.zomato.com/kolkata/t-t-k-restora-garia,T.T.K. Restora Kolkata,21282,3,242,"111/4A, Raja S.C. Mallick Road, Garia, Kolkata","Chinese, North Indian",₹800 
https://www.zomato.com/kolkata/santa-delivers-new-town,Santa Delivers Kolkata,19002614,3.9,20,"Akandakeshwari North 24, Parganas, Rajarhat, New Town, Kolkata","North Indian, Chinese",₹500 
https://www.zomato.com/kolkata/coffee-world-nagerbazar,Coffee World Kolkata,18134887,2.9,81,"4th Floor, Food Stop Food Court, Diamond Plaza Mall, 68, Nagerbazar, Kolkata Nagerbazar","Cafe, Fast Food",₹800 
https://www.zomato.com/kolkata/the-turnover-by-santa-delivers-sector-5-salt-lake,The Turnover By Santa Delivers Kolkata,18995529,4.3,45,"NP-14, Gobind Bhawan, Sector 5, Salt Lake, Kolkata","Fast Food, North Indian",₹300 
https://www.zomato.com/kolkata/food-centre-behala,Food Centre Kolkata,19105931,NEW,0,"1/1, Sourin Roy Road, Diamond Harbour Road, Behala, Kolkata",Bakery,₹200 
https://www.zomato.com/kolkata/laxmi-restaurant-kestopur,Laxmi Restaurant Kolkata,19090581,NEW,0,"Ground Floor, Atithi Apartment, 171, Rabindrapally, Krishnapur, Kestopur, Kolkata","North Indian, Chinese",₹300 
https://www.zomato.com/kolkata/monginis-4-tollygunge,Monginis Kolkata,19069362,-,0,"Shop 6, Ground Floor, Tollygunge Metro Station, Deshpran Sasmal Road, Tollygunge, Kolkata","Bakery, Desserts, Chinese",₹200 
https://www.zomato.com/kolkata/amul-icecream-and-milk-products-parlour-barasat,Amul Icecream and Milk Products Parlour Kolkata,18902624,-,0,"Ground Floor, Barrackpore Road, Barasat, Kolkata","Ice Cream, Desserts",₹200 
https://www.zomato.com/kolkata/shapla-restaurant-chinar-park,Shapla Restaurant Kolkata,19044957,3.1,5,"Salua, Gopalpur, Rajarhat, Chinar Park, Kolkata","North Indian, Chinese",₹300 
https://www.zomato.com/kolkata/panda-junction-nagerbazar,Panda Junction Kolkata,18281724,2.2,86,"4th Floor, Food Stop Food Court, Diamond Plaza Mall, 68, Nagerbazar, Nagerbazar, Kolkata","Chinese, Tibetan",₹500 
https://www.zomato.com/kolkata/family-cook-off-1-garia,Family Cook Off Kolkata,18683946,3,9,"73 Block-H, Near Patuli, Baishabghata Patuli, Near Floating Market, Garia, Kolkata",Tibetan,₹100 
https://www.zomato.com/kolkata/south-cafe-behala,South Cafe Kolkata,19072716,NEW,0,"553/A, D.H.Road, Behala, Kolkata",South Indian,₹150 
https://www.zomato.com/kolkata/flame-n-grill-restaurant-kankurgachi,Flame N Grill Restaurant Kolkata,21220,4.2,1904,"4th Floor, Mani Square Mall, 164/1, E.M. Bypass, Kankurgachi, Kolkata","North Indian, Continental","₹2,100"
https://www.zomato.com/kolkata/go-lebanese-sector-5-salt-lake,Go Lebanese Kolkata,23214,3.7,573,"Plot A3, GP Block, Infinity Building, Sector 5, Salt Lake",Lebanese,₹300 
https://www.zomato.com/kolkata/dron-restaurant-kalyani,Dron Restaurant Kolkata,19081300,NEW,0,"30, A K.G.R Path South, Kanchrapara, Kalyani, Kolkata","North Indian, Mughlai, Chinese",₹300 
https://www.zomato.com/kolkata/mahesh-chandra-dutta-mistanna-bhandar-serampore,Mahesh Chandra Dutta Mistanna Bhandar Kolkata,18808964,3.1,4,"575, Grand Trunk Rd, Maniktala, Serampore, Kolkata",Mishti,₹100 
https://www.zomato.com/kolkata/asia-in-box-ajoy-nagar,Asia In Box Kolkata,23865,3.6,299,"Shop 6, 1050/1, Unnayan The Commercial Complex, Survey Park, Ajoy Nagar, Kolkata",Asian,₹800 
https://www.zomato.com/kolkata/menu-365-barasat,Menu 365 Kolkata,19125196,NEW,0,"National Highway 34, Jessore Road, Birati, Barasat, Kolkata","North Indian, Chinese, Fast Food",₹250 
https://www.zomato.com/kolkata/master-of-momos-bhawanipur,Master Of Momos Kolkata,19029319,-,0,"1, Ashu Biswas Road, Paddapukur, Bhawanipur, Kolkata",Momos,₹150 
https://www.zomato.com/kolkata/basu-biryani-naktala,Basu Biryani Kolkata,18925736,-,0,"1/65, NSC Bose Road, Naktala, Kolkata",Biryani,₹300 
https://www.zomato.com/kolkata/nepal-chandra-sweets-park-circus-area,Nepal Chandra Sweets Kolkata,18643935,3.4,17,"74, CIT Rd, Park Circus Area, Kolkata","Mishti, South Indian, Street Food",₹200 
https://www.zomato.com/kolkata/the-sizzle-bangur,The Sizzle Kolkata,18431485,3.5,27,"Stall 3, Eco Nest Park, Bangur, Kolkata","Chinese, Momos",₹500 
https://www.zomato.com/kolkata/melete-sweet-nothings-more-new-alipore,Melete - Sweet Nothings & More Kolkata,23919,3.8,66,"603/1B, Block O, New Alipore, Kolkata","Bakery, Desserts",₹200 
https://www.zomato.com/kolkata/treats-kasba,Treats Kolkata,23897,2.9,85,"23/3, R.K. Chatterjee Road, Near Bakultala Bus Stop, Kasba, Kolkata","North Indian, Chinese",₹600 
https://www.zomato.com/kolkata/chinese-indian-food-new-town,Chinese & Indian Food Kolkata,24125,2.9,13,"Stall Number 8, New Town Bus Terminal, New Town, Kolkata","Chinese, Street Food",₹250 
https://www.zomato.com/kolkata/the-mad-baba-hindustan-park,The Mad Baba Kolkata,18683374,3.1,21,"Hindustan Park, Kolkata","North Indian, Chinese, Continental, Italian",₹400 
https://www.zomato.com/kolkata/delish-a-unit-of-trishna-shibpur-howrah,Delish- A Unit Of Trishna Howrah,18711506,-,0,"145 Sreepur Road, Shibpur Mandirtala, Shibpur, Howrah",Chinese,₹200 
https://www.zomato.com/kolkata/raj-fast-food-cafe-chandni-chowk,Raj Fast Food Cafe Kolkata,18070820,3,8,"7B G2/1, Kapalitola, Chandni Chowk, Kolkata",Chinese,₹150 
https://www.zomato.com/kolkata/hunger-saviour-tollygunge,Hunger Saviour Kolkata,18749932,3.2,11,"62/61 Haripada Dutt Lane, Tollygunge, Kolkata","Bengali, Chinese, Continental",₹300 
https://www.zomato.com/kolkata/grilled-n-fried-kestopur,Grilled n Fried Kolkata,18936089,-,0,"BC 394, Samarpalli, Kestopur, Kolkata","Chinese, Mughlai, North Indian",₹150 
https://www.zomato.com/kolkata/oceanic-the-peerless-inn-new-market-area,Oceanic - The Peerless Inn Kolkata,21580,3.7,221,"12, The Peerless Inn Hotel, Jawaharlal Nehru Road, Esplanade, Kolkata","Continental, European, North Indian","₹2,500"
https://www.zomato.com/kolkata/pasteleria-bakery-kestopur,Pasteleria Bakery Kolkata,18892241,4.5,95,"AA-29, Prafulla Kanan Road, Kestopur, Kolkata",Bakery,₹400 
https://www.zomato.com/kolkata/zoop-restaurant-serampore,Zoop Restaurant Kolkata,18872691,3.4,91,"Near Serampore Railway Station, Mukherjee Para, Shibmandir, Serampore, Kolkata","North Indian, Chinese, Bengali",₹300 
https://www.zomato.com/kolkata/titirs-baranagar,Titir's Kolkata,18919492,-,0,"182, Ashokgarh. Dunlop Bridge, Baranagar, Kolkata",Bengali,"₹1,500"
https://www.zomato.com/kolkata/the-yellow-straw-tollygunge,The Yellow Straw Kolkata,19132405,3.9,0,"The Tollygunge Club, 120, Deshpran Sasmal Road, Tollygunge, Kolkata","Beverages, Healthy Food, Desserts",₹200 
https://www.zomato.com/kolkata/tasty-tasty-food-corner-tollygunge,Tasty Tasty Food Corner Kolkata,18807542,3,5,A/79 Baghajatin,"Chinese, Fast Food",₹250 
https://www.zomato.com/kolkata/chopstick-behala,Chopstick Kolkata,20132,3.8,474,"161, Upen Banerjee Road, Parnasaree Pally, Behala, Kolkata","North Indian, Chinese",₹600 
https://www.zomato.com/kolkata/steamer-momos-on-wheels-serampore,Steamer -Momos On Wheels Kolkata,18927845,3.4,17,"14, Mukherjee Para Lane, Serampore, Kolkata",Momos,₹300 
https://www.zomato.com/kolkata/kalika-sweets-bangur,Kalika sweets Kolkata,18281738,3.2,7,"56, Bangur Avenue, Block C, Bangur, Kolkata",Mishti,₹100 
https://www.zomato.com/kolkata/bazaar-zone-by-the-park-new-town,Bazaar- Zone By The Park Kolkata,19008494,3.7,11,"Gate 04, DG Block, Biswa Bangla Convention Center, New Town, Kolkata","North Indian, Continental","₹1,200"
https://www.zomato.com/kolkata/firangi-galli-elgin,Firangi Galli Kolkata,18951458,3.7,80,"24, Lee Road, Behind Brand Factory, Near Elgin, Kolkata",Fast Food,₹350 
https://www.zomato.com/kolkata/chaccha-jaan-biryani-aur-kebab-waale-picnic-garden,Chaccha Jaan Biryani Aur Kebab Waale Kolkata,19117045,NEW,0,"5, Chowbhagha Road, CN Roy Road, Picnic Garden, Kolkata","Biryani, North Indian, Mughlai",-
https://www.zomato.com/kolkata/footlose-ffort-raichak-falta,Footlose - Ffort Raichak Kolkata,22784,3.2,16,"Ffort Raichak, Post Bag 1, Sarisa, South 24 Parganas, Falta, Kolkata",Finger Food,"₹1,400"
https://www.zomato.com/kolkata/mama-bari-restaurant-uttarpara,Mama Bari Restaurant Kolkata,19128974,NEW,0,"19/6, New G.T. Road, Gouri Cinema, Uttarpara, Kolkata","South Indian, North Indian",₹100 
https://www.zomato.com/kolkata/tanngo-chutney-sector-1-salt-lake,Tanngo Chutney Kolkata,19088312,NEW,0,"CF 206, Swimming Pool Area, Sector 1, Salt Lake, Kolkata","South Indian, North Indian, Fast Food",₹600 
https://www.zomato.com/kolkata/the-salt-house-theatre-road,The Salt House Kolkata,18638445,4.1,429,"40, 6th Floor, Shakespeare Sarani, Shakespeare Point, Theatre Road, Kolkata","Continental, Italian","₹1,800"
https://www.zomato.com/kolkata/the-breakfast-1-kasba,The Breakfast Kolkata,19132227,3.4,0,"85/1 B, Chatterjee Road, Kasba, Kolkata","European, Healthy Food, Sandwich, Salad",₹400 
https://www.zomato.com/kolkata/mainland-china-science-city-area,Mainland China Kolkata,21216,4.4,1127,"3rd Floor, Silver Spring Arcade, E.M. Bypass, Science City Area, Kolkata","Chinese, Asian, Sushi, Japanese, Thai","₹1,800"
https://www.zomato.com/kolkata/jadab-chandra-das-college-street,Jadab Chandra Das Kolkata,22923,3.6,29,"61, Keshab Chandra Sen Street, College Street, Kolkata",Mishti,₹100 
https://www.zomato.com/kolkata/annapurna-lake-town,Annapurna Kolkata,24865,3,15,"334,   Kolkata Kalindi More, Lake Town, Kolkata","North Indian, South Indian",₹150 
https://www.zomato.com/kolkata/the-bakers-lane-1-entally,The Baker's Lane Kolkata,18992268,-,0,"P-10B, Nani Gopal Roy Chowdhury Avenue, Entally, Kolkata","Bakery, Desserts",₹300 
https://www.zomato.com/kolkata/jaks-kitchen-behala,Jak's Kitchen Kolkata,19077621,NEW,0,"109, Diamond Harbour Road, James Long Sarani, Behala, Kolkata","Chinese, North Indian",₹450 
https://www.zomato.com/kolkata/z-momo-howrah-station-area-howrah,Z Momo Howrah,18822058,3.5,36,"8/4/1, Kantapukur Lane, Kadamtala, Near Kantapukur Kali Mandir, Howrah Station Area, Howrah","Momos, Fast Food",₹300 
https://www.zomato.com/kolkata/dey-fast-food-uttarpara,Dey Fast Food Kolkata,18989302,3.3,9,"162, Dwarick Jungle Street, Bhadrakali, Uttarpara, Uttarpara, Kolkata","Chinese, Mughlai",₹250 
https://www.zomato.com/kolkata/park-e-dale-barrackpore,Park-E-Dale Kolkata,19130560,NEW,0,"178, NP 4, Deshbandhu Nagar, Barrackpore, Kolkata","Fast Food, Chinese",₹300 
https://www.zomato.com/kolkata/paramparaa-bangur,Paramparaa Kolkata,21586,3.4,135,"458, Dum Dum Park Road, Narantal, Dum Dum Park, South Dum Dum, Bangur, Kolkata","North Indian, Chinese",₹350 
https://www.zomato.com/kolkata/desi-cuisine-bhawanipur,Desi Cuisine Kolkata,23218,3.7,220,"11, Harish Mukherjee Road, Bhawanipur, Kolkata",North Indian,₹400 
https://www.zomato.com/kolkata/qfc-quality-fried-chicken-new-town,QFC - Quality Fried Chicken Kolkata,18671602,3.2,14,"Opposite DLF Gate 2, New Town, Kolkata",Fast Food,₹200 
https://www.zomato.com/kolkata/only-fuchka-rishra,Only Fuchka Kolkata,19006381,3.1,7,"69/1F, K.C. Ash Lane, Bangur Park, Hooghly, Rishra, Kolkata",Fast Food,₹200 
https://www.zomato.com/kolkata/crazy-4-cakes-1-park-circus-area,Crazy 4 Cakes Kolkata,18894803,-,0,"8/9 Tiljala Road, Park Circus Area, Kolkata","Desserts, Bakery, Fast Food",₹200 
https://www.zomato.com/kolkata/codfather-desapriya-park,Codfather Kolkata,24193,3.7,1068,"P137, Lake Terrace, Desapriya Park, Kolkata","Continental, Chinese",₹850 
https://www.zomato.com/kolkata/m-s-binode-behari-nag-ganesh-chandra-dutta-dalhousie-bbd-bagh,M/S Binode Behari Nag Ganesh Chandra Dutta Kolkata,18361673,3.5,20,"3A, Hare Street, Dalhousie BBD Bagh, Kolkata",Mishti,₹150 
https://www.zomato.com/kolkata/oh-calcutta-science-city-area,Oh!  Calcutta Kolkata,21217,4.4,954,"3rd Floor, Silver Spring Arcade, E.M. Bypass, Science City Area, Kolkata","Bengali, Seafood","₹1,500"
https://www.zomato.com/kolkata/smile-dinning-new-town,Smile Dinning Kolkata,19132625,NEW,0,"Mejo Arterial Road, South East Extension, Action Area, New Town, Kolkata","Street Food, Hyderabadi, Chinese, Beverages",₹550 
https://www.zomato.com/kolkata/ashma-hotel-narendra-pur,Ashma Hotel Kolkata,18603067,3.8,145,"Baruipur Station Road, Subuddhipur, Narendra Pur, Kolkata",Bengali,₹400 
https://www.zomato.com/kolkata/barista-new-alipore,Barista Kolkata,21185,3.5,80,"157G, New Alipore, Kolkata","Cafe, Beverages",₹600 
https://www.zomato.com/kolkata/master-of-momos-taltala,Master Of Momos Kolkata,19018582,-,0,"Plot 5-A, Sudder Street, Near Fire Brigade, Taltala, Kolkata",Momos,₹150 
https://www.zomato.com/kolkata/boithak-khana-barasat,Boithak-Khana Kolkata,18924671,-,0,"Amtola Bazar, Barasat, Kolkata","Chinese, Fast Food",-
https://www.zomato.com/kolkata/ganguly-fast-food-khardah,Ganguly Fast Food Kolkata,19128210,NEW,0,"Sodepur Station Road, Near Super Market, Khardah, Kolkata","Rolls, Chinese",₹100 
https://www.zomato.com/kolkata/annapurna-fast-food-center-picnic-garden,Annapurna Fast Food Center Kolkata,18895818,-,0,"150, Dr. G.S Bose Road, Picnic Garden, Kolkata","North Indian, Chinese",₹300 
https://www.zomato.com/kolkata/swarnachura-nagerbazar,Swarnachura Kolkata,18452215,3.4,643,"193, Jessore Road, Nagerbazar, Kolkata  
(Opp, Babutala more, Dena Bank) 
1st Floor","Bengali, Fast Food, North Indian",₹300 
https://www.zomato.com/kolkata/the-shake-factory-elgin,The Shake Factory Kolkata,18682279,4.3,88,"31, Sarat Bose Road, Elgin, Kolkata","Beverages, Desserts",₹400 
https://www.zomato.com/kolkata/bookhara-garia,Bookhara Kolkata,20682,3.3,383,"Garia Main Road, Near Sheetla Mandir,  Garia, Kolkata","North Indian, Chinese, Mughlai",₹600 
https://www.zomato.com/kolkata/new-delhi-juice-shakes-ice-cream-parlour-entally,New Delhi Juice & Shakes Ice Cream parlour Kolkata,19130416,NEW,0,"75, S.N. Banerjee Road, Entally, Kolkata","Beverages, Juices",₹150 
https://www.zomato.com/kolkata/naani-ki-rasoi-bangur,Naani Ki Rasoi Kolkata,19049966,3,4,"Jeevan Jyoti Apartment, 130/56 Bangur Avenue Block A, Near Don Bosco School, Bangur, Kolkata",North Indian,₹300 
https://www.zomato.com/kolkata/adrija-roll-centre-rishra,Adrija Roll Centre Kolkata,18877905,3.2,10,"1, K.C Sen Road, Rishra Hooghly, Morepukur, Rishra, Kolkata","Chinese, Fast Food",₹150 
https://www.zomato.com/kolkata/too-yumm-chicken-picnic-garden,Too Yumm! Chicken Kolkata,18706082,3.1,20,"23A, Chowbaga Road, Tiljala, Picnic Garden, Kolkata",Fast Food,₹400 
https://www.zomato.com/kolkata/incredible-e-naturals-new-town,Incredible-e-Naturals Kolkata,18986642,3.1,6,"Gate 1, Shop C 6, Opposite Unitech, New Town, Kolkata","Fast Food, Beverages",₹400 
https://www.zomato.com/kolkata/madhuban-taltala,Madhuban Kolkata,18528639,3.1,10,"14, Haji Mohammad Mohsim Square, Taltala, Kolkata",Fast Food,₹200 
https://www.zomato.com/kolkata/6-ballygunge-place-gup-shup-1-lake-market-area,6 Ballygunge Place - Gup Shup Kolkata,18634403,3.7,63,"Food Court, Yum Street, Lake Mall, 104, Rashbehari Avenue, Lake Market Area,",Bengali,₹350 
https://www.zomato.com/kolkata/cheeni-kum-lounge-bar-kasba,Cheeni Kum Lounge & Bar Kolkata,22096,3.7,191,"1744, Rajadanga Main Road (Ruby Connector opposite Acropolis mall), Kasba, Kolkata","North Indian, Chinese","₹1,300"
https://www.zomato.com/kolkata/gianis-ice-cream-ballygunge,Gianis Ice Cream Kolkata,18878630,3.8,47,"2, Broad Street, Phari, Ballygunge, Kolkata","Ice Cream, Desserts",₹400 
https://www.zomato.com/kolkata/just-cake-it-rishra,Just Cake It Kolkata,18940232,-,0,"49/66/5, Rabindra Sarani Road, Bangur Park, Rishra, Kolkata",Bakery,₹200 
https://www.zomato.com/kolkata/turkisyano-lake-gardens,Turkisyano Kolkata,18926216,3.3,5,"365 Lake Gardens, Kolkata",Ice Cream,₹300 
https://www.zomato.com/kolkata/monalisa-restaurant-tollygunge,Monalisa Restaurant Kolkata,19000271,3.5,20,"32/1, Chandi Ghosh Road, Opposite Kudghat Metro, Tollygunge, Kolkata","North Indian, Chinese",₹250 
https://www.zomato.com/kolkata/aahar-a-bahar-shibpur-howrah,Aahar A Bahar Howrah,18716487,-,0,"95/2/1 Shibpur Road Shibpur, Howrah",Bengali,₹300 
https://www.zomato.com/kolkata/devilicios-cafe-garia,Devilicios Cafe Kolkata,18794851,3.5,59,"76, Milan Park, Garia, Kolkata","Fast Food, Continental, Cafe",₹500 
https://www.zomato.com/kolkata/the-magic-burner-naktala,The Magic Burner Kolkata,18677119,3.5,57,"264, Madhyapara, Near Bansdroni Police Station, Naktala, Kolkata","Chinese, North Indian, Momos",₹300 
https://www.zomato.com/kolkata/scrapyard-camac-street-area,Scrapyard Kolkata,18538536,4.3,1397,"12-A, 10th Floor, Usha Kiran Building, Camac Street Area, Kolkata","North Indian, Chinese, Continental","₹1,000"
https://www.zomato.com/kolkata/kaafila-sector-1-salt-lake,Kaafila Kolkata,21426,4.3,2658,"3rd Floor, Block B, City Centre 1, Sector 1, Salt Lake","North Indian, Mughlai, Afghan","₹1,500"
https://www.zomato.com/kolkata/royal-bengali-biryani-shibpur-howrah,Royal Bengali Biryani Howrah,22559,2.8,13,"506, GT Road, Howrah Fazir Bazaar, Shibpur, Howrah",Biryani,₹150 
https://www.zomato.com/kolkata/zyka-new-alipore,Zyka Kolkata,21294,3.8,436,"850, Block P, New Alipore, Kolkata","Chinese, North Indian",₹600 
https://www.zomato.com/kolkata/cream-bell-entally,Cream Bell Kolkata,18797101,3.2,6,"101/A, Dr. Lal Mohan Bhattacharya Road, Moulali, Entally, Kolkata",Ice Cream,₹200 
https://www.zomato.com/coffeebook,Coffee Book Kolkata,18534682,4.2,55,"23, A Sarat Banerjee Road, Southern Avenue, Kolkata","Cafe, Chinese, Continental",₹650 
https://www.zomato.com/kolkata/kebabish-grill-india-nagerbazar,Kebabish Grill India Kolkata,25716,3.4,344,"The Blessing, 6/1, Nagerbazar, Kolkata","North Indian, Chinese, Lebanese, Mughlai",₹500 
https://www.zomato.com/kolkata/square-club-shibpur-howrah,Square Club Howrah,24984,3.6,206,"171, Mahendra Bhattacharjee Road, Near Chakraberia Police Station, Shibpur, Howrah","Chinese, Mughlai",₹450 
https://www.zomato.com/kolkata/new-classic-fast-food-rishra,New Classic Fast Food Kolkata,18806013,3.1,9,"46, B.N.K. Banerjee Street, Near Rishra Municipal Office Rishra, Kolkata","Chinese, North Indian",₹450 
https://www.zomato.com/kolkata/venezia-kaikhali,Venezia Kolkata,22469,3.6,74,"O2 VIP, 643, Ramkrishna Pally, V.I.P. Road, Kaikhali, Kolkata","North Indian, Chinese, Continental, Thai, Italian, Mexican",₹900 
https://www.zomato.com/kolkata/ather-biryani-taltala,Ather Biryani Kolkata,18973252,3.4,23,"20, Abdul Halim Lane Taltala, Kolkata",Biryani,₹200 
https://www.zomato.com/kolkata/anokha-biryani-house-beliaghata,Anokha Biryani House Kolkata,18535423,3.3,42,"76/2, Beliaghata Main Road, Beliaghata, Kolkata",Biryani,₹150 
https://www.zomato.com/kolkata/middys-chef-roll-park-street-area,Middy's Chef Roll Kolkata,18978470,3.5,31,"35/1, AJC Bose Road, Near Mercy Hospital, Park Street Area, Kolkata",Rolls,₹250 
https://www.zomato.com/kolkata/food-zone-park-circus-area,Food Zone Kolkata,19033880,-,0,"7 A.J.C. Bose Road, Park Circus Area, Kolkata","Chinese, Mughlai",₹300 
https://www.zomato.com/kolkata/chalo-khai-hatibagan,Chalo khai Kolkata,18656862,3.3,25,"136/A, Bidhan Sarani, Hati Bagan, Kolkata","North Indian, Chinese",₹300 
https://www.zomato.com/kolkata/burger-bites-sector-5-salt-lake,Burger Bites Kolkata,18978549,3.2,26,"NP-390, Nayapatti Main Road, Sector 5, Salt Lake, Kolkata","Burger, American, Fast Food",₹200 
https://www.zomato.com/kolkata/cakes-n-more-hazra,Cakes N More Kolkata,18747197,-,0,"104, Monohorpukur Road, Hazra, Kolkata","Desserts, Bakery, Sandwich",₹300 
https://www.zomato.com/kolkata/the-hunger-factory-chandni-chowk,The Hunger Factory Kolkata,18591112,3.4,38,"19,Robert Street, Ground Floor","Chinese, North Indian",₹500 
https://www.zomato.com/kolkata/flurys-bangur,Flury's Kolkata,18774973,3.7,52,"67B, Bangur Avenue, Block -A, Bangur, Kolkata","Bakery, Desserts, Fast Food","₹1,400"
https://www.zomato.com/kolkata/belgian-waffle-junction-elgin,Belgian Waffle Junction Kolkata,18682275,4.4,158,"31, Sarat Bose Road, Kol-20, Elgin, Kolkata","Desserts, Beverages, Healthy Food",₹600 
https://www.zomato.com/kolkata/street-cafe-kasba,Street Cafe Kolkata,18440229,3.5,99,"Unitech Chambers, Rajdanga Main Road, Kasba, Kolkata",Fast Food,₹300 
https://www.zomato.com/kolkata/ping-pong-gariahat,Ping Pong Kolkata,19071270,-,0,"4, Ramani Chatterjee Road, Gariahat, Kolkata",Street Food,₹100 
https://www.zomato.com/kolkata/little-indulgence-entally,Little Indulgence Kolkata,18677100,3.2,8,"142, C.I.T Road, Entally, Kolkata",Bakery,₹200 
https://www.zomato.com/kolkata/the-pool-cafe-bangur,The Pool Cafe Kolkata,18981386,3.5,13,"1/1, Bangur Avenue, Block D, Bangur, Kolkata","Cafe, Chinese, Italian, Sandwich, Burger",₹300 
https://www.zomato.com/kolkata/kolkata-bowls-ballygunge,Kolkata Bowl's Kolkata,19004187,-,0,"48/3, Syed Amir Ali Avenue, Beck Bagan, Ballygunge, Kolkata","North Indian, Chinese, Fast Food",₹300 
https://www.zomato.com/kolkata/spicy-junction-jadavpur,Spicy Junction Kolkata,18889419,3.1,8,"3/85 D, Vidyasagar Colony, Jadavpur, Kolkata","Chinese, North Indian",₹350 
https://www.zomato.com/kolkata/mama-mia-dobson-road-howrah,Mama Mia! Howrah,18995037,3.4,14,"Ground Floor, Flat G - 3, 48, Dobson RoadShyama Sadan, Dobson Road, Howrah",Desserts,₹500 
